4.228135029999999972e+01,-7.112104010000000187e+01,1.265592873096466064e-01,1.019227653741836548e-01,7.715179324150085449e-01
4.228135029999999972e+01,-7.111892384615384799e+01,1.365479379892349243e-01,1.079024374485015869e-01,7.555496096611022949e-01
4.228135029999999972e+01,-7.111680759230769411e+01,1.817979067564010620e-01,1.349270641803741455e-01,6.832749843597412109e-01
4.228135029999999972e+01,-7.111469133846154023e+01,2.800385653972625732e-01,1.718359887599945068e-01,5.481254458427429199e-01
4.228135029999999972e+01,-7.111257508461538634e+01,3.235225081443786621e-01,1.686860173940658569e-01,5.077914595603942871e-01
4.228135029999999972e+01,-7.111045883076923246e+01,1.894629001617431641e-01,1.334408819675445557e-01,6.770962476730346680e-01
4.228135029999999972e+01,-7.110834257692307858e+01,1.483779847621917725e-01,1.515156924724578857e-01,7.001063227653503418e-01
4.228135029999999972e+01,-7.110622632307692470e+01,1.394578218460083008e-01,2.149958908557891846e-01,6.455462574958801270e-01
4.228135029999999972e+01,-7.110411006923077082e+01,1.141355857253074646e-01,1.551092714071273804e-01,7.307551503181457520e-01
4.228135029999999972e+01,-7.110199381538461694e+01,9.717161953449249268e-02,1.053062155842781067e-01,7.975221872329711914e-01
4.228135029999999972e+01,-7.109987756153846306e+01,1.016775891184806824e-01,8.954625576734542847e-02,8.087760806083679199e-01
4.228135029999999972e+01,-7.109776130769230917e+01,1.298785060644149780e-01,9.510593116283416748e-02,7.750155329704284668e-01
4.228135029999999972e+01,-7.109564505384615529e+01,2.187110483646392822e-01,1.051201820373535156e-01,6.761687994003295898e-01
4.228135029999999972e+01,-7.109352880000000141e+01,5.992726683616638184e-01,1.732381284236907959e-01,2.274892032146453857e-01
4.228135029999999972e+01,-7.109141254615384753e+01,4.850794970989227295e-01,2.736688256263732910e-01,2.412516474723815918e-01
4.228135029999999972e+01,-7.108929629230769365e+01,7.583779096603393555e-02,7.104253768920898438e-02,8.531196713447570801e-01
4.228135029999999972e+01,-7.108718003846153977e+01,1.090402714908123016e-02,1.121445000171661377e-02,9.778815507888793945e-01
4.228135029999999972e+01,-7.108506378461538588e+01,5.243538692593574524e-02,4.156306758522987366e-02,9.060015678405761719e-01
4.228135029999999972e+01,-7.108294753076923200e+01,1.109598875045776367e-01,9.158815443515777588e-02,7.974519729614257812e-01
4.228135029999999972e+01,-7.108083127692307812e+01,1.307802498340606689e-01,1.195787340402603149e-01,7.496410608291625977e-01
4.228135029999999972e+01,-7.107871502307692424e+01,1.460213065147399902e-01,1.686413586139678955e-01,6.853373050689697266e-01
4.228135029999999972e+01,-7.107659876923077036e+01,1.477146893739700317e-01,1.629029214382171631e-01,6.893823742866516113e-01
4.228135029999999972e+01,-7.107448251538461648e+01,1.546543240547180176e-01,1.179342195391654968e-01,7.274114489555358887e-01
4.228135029999999972e+01,-7.107236626153846260e+01,3.682588040828704834e-01,1.414549797773361206e-01,4.902862310409545898e-01
4.228135029999999972e+01,-7.107025000769230871e+01,2.621466815471649170e-01,1.116447374224662781e-01,6.262085437774658203e-01
4.228135029999999972e+01,-7.106813375384615483e+01,6.024446710944175720e-02,5.317078903317451477e-02,8.865847587585449219e-01
4.228135029999999972e+01,-7.106601750000000095e+01,7.062239199876785278e-02,7.662951201200485229e-02,8.527481555938720703e-01
4.228135029999999972e+01,-7.106390124615384707e+01,1.030739024281501770e-01,1.279418170452117920e-01,7.689842581748962402e-01
4.228135029999999972e+01,-7.106178499230769319e+01,1.151842847466468811e-01,1.302603930234909058e-01,7.545553445816040039e-01
4.228135029999999972e+01,-7.105966873846153931e+01,9.870980679988861084e-02,9.677779674530029297e-02,8.045123815536499023e-01
4.228135029999999972e+01,-7.105755248461538542e+01,5.668801814317703247e-02,5.605585500597953796e-02,8.872560858726501465e-01
4.228135029999999972e+01,-7.105543623076923154e+01,9.725882858037948608e-02,6.971610337495803833e-02,8.330250382423400879e-01
4.228135029999999972e+01,-7.105331997692307766e+01,1.141769513487815857e-01,8.135704696178436279e-02,8.044660091400146484e-01
4.228135029999999972e+01,-7.105120372307692378e+01,1.185126081109046936e-01,7.108414173126220703e-02,8.104032278060913086e-01
4.228135029999999972e+01,-7.104908746923076990e+01,7.128982245922088623e-02,5.694939196109771729e-02,8.717607855796813965e-01
4.228135029999999972e+01,-7.104697121538461602e+01,2.009665966033935547e-02,1.684864051640033722e-02,9.630547165870666504e-01
4.228135029999999972e+01,-7.104485496153846213e+01,7.000293582677841187e-02,5.740321055054664612e-02,8.725938796997070312e-01
4.228135029999999972e+01,-7.104273870769230825e+01,1.174173429608345032e-01,9.546916186809539795e-02,7.871134281158447266e-01
4.228135029999999972e+01,-7.104062245384615437e+01,1.274639219045639038e-01,1.035638749599456787e-01,7.689721584320068359e-01
4.228135029999999972e+01,-7.103850620000000049e+01,1.272610127925872803e-01,1.032773777842521667e-01,7.694615721702575684e-01
4.228333261379310670e+01,-7.112104010000000187e+01,1.139636486768722534e-01,9.543222188949584961e-02,7.906041145324707031e-01
4.228333261379310670e+01,-7.111892384615384799e+01,1.171473115682601929e-01,9.447249770164489746e-02,7.883802056312561035e-01
4.228333261379310670e+01,-7.111680759230769411e+01,2.290137410163879395e-01,1.458797156810760498e-01,6.251065731048583984e-01
4.228333261379310670e+01,-7.111469133846154023e+01,6.346844434738159180e-01,1.962231695652008057e-01,1.690924167633056641e-01
4.228333261379310670e+01,-7.111257508461538634e+01,9.204236865043640137e-01,5.020601674914360046e-02,2.937037497758865356e-02
4.228333261379310670e+01,-7.111045883076923246e+01,3.718343675136566162e-01,2.061625421047210693e-01,4.220030903816223145e-01
4.228333261379310670e+01,-7.110834257692307858e+01,1.988150030374526978e-01,2.383095920085906982e-01,5.628753900527954102e-01
4.228333261379310670e+01,-7.110622632307692470e+01,7.441253960132598877e-02,7.797065973281860352e-01,1.458808928728103638e-01
4.228333261379310670e+01,-7.110411006923077082e+01,9.289967268705368042e-02,1.726743876934051514e-01,7.344259619712829590e-01
4.228333261379310670e+01,-7.110199381538461694e+01,3.285117074847221375e-02,4.982379823923110962e-02,9.173250198364257812e-01
4.228333261379310670e+01,-7.109987756153846306e+01,3.298162668943405151e-02,4.268849641084671021e-02,9.243298768997192383e-01
4.228333261379310670e+01,-7.109776130769230917e+01,9.558610618114471436e-02,7.681425660848617554e-02,8.275996446609497070e-01
